timestamp,well,culture_id,cell_concentration_cells_per_ml,absorbance_od,absorbance_wavelength_nm,absorbance_bandwidth_nm
2025-10-26T07:54:51.364639+00:00,C2,CLTR1WJVVWUY26EAUMUTWB4BSCVQOUQ,321200000,0.3212,600,9
2025-10-26T08:01:53.465053+00:00,C2,CLTR1WJVVWUY26EAUMUTWB4BSCVQOUQ,321800000,0.3218,600,9
2025-10-26T08:08:50.239219+00:00,C2,CLTR1WJVVWUY26EAUMUTWB4BSCVQOUQ,325700000,0.3257,600,9
2025-10-26T08:15:49.171964+00:00,C2,CLTR1WJVVWUY26EAUMUTWB4BSCVQOUQ,328500000,0.3285,600,9
2025-10-26T08:22:52.861626+00:00,C2,CLTR1WJVVWUY26EAUMUTWB4BSCVQOUQ,336400000,0.3364,600,9
2025-10-26T08:32:51.041152+00:00,C2,CLTR1WJVVWUY26EAUMUTWB4BSCVQOUQ,353600000,0.3536,600,9
2025-10-26T08:58:49.582897+00:00,C2,CLTR1WJVVWUY26EAUMUTWB4BSCVQOUQ,394400000,0.3944,600,9
2025-10-26T09:17:51.217798+00:00,C2,CLTR1WJVVWUY26EAUMUTWB4BSCVQOUQ,406600000,0.4066,600,9
2025-10-26T09:36:50.832350+00:00,C2,CLTR1WJVVWUY26EAUMUTWB4BSCVQOUQ,420400000,0.4204,600,9
2025-10-26T07:00:52.533258+00:00,D2,CLTR1WVDE7MQHDHXB5VCCN733QIKKNA,275100000,0.2751,600,9
2025-10-26T07:07:51.380587+00:00,D2,CLTR1WVDE7MQHDHXB5VCCN733QIKKNA,258400000,0.2584,600,9
2025-10-26T07:14:50.178492+00:00,D2,CLTR1WVDE7MQHDHXB5VCCN733QIKKNA,258800000,0.2588,600,9
2025-10-26T07:24:09.487456+00:00,D2,CLTR1WVDE7MQHDHXB5VCCN733QIKKNA,272700000,0.2727,600,9
2025-10-26T07:33:53.439212+00:00,D2,CLTR1WVDE7MQHDHXB5VCCN733QIKKNA,281600000,0.2816,600,9
2025-10-26T07:40:52.793668+00:00,D2,CLTR1WVDE7MQHDHXB5VCCN733QIKKNA,279000000,0.2790,600,9
2025-10-26T07:47:53.028605+00:00,D2,CLTR1WVDE7MQHDHXB5VCCN733QIKKNA,283700000,0.2837,600,9
2025-10-26T07:54:51.364639+00:00,D2,CLTR1WVDE7MQHDHXB5VCCN733QIKKNA,290500000,0.2905,600,9
2025-10-26T08:01:53.465053+00:00,D2,CLTR1WVDE7MQHDHXB5VCCN733QIKKNA,298000000,0.2980,600,9
2025-10-26T08:08:50.239219+00:00,D2,CLTR1WVDE7MQHDHXB5VCCN733QIKKNA,307500000,0.3075,600,9
2025-10-26T08:15:49.171964+00:00,D2,CLTR1WVDE7MQHDHXB5VCCN733QIKKNA,316300000,0.3163,600,9
2025-10-26T08:22:52.861626+00:00,D2,CLTR1WVDE7MQHDHXB5VCCN733QIKKNA,328700000,0.3287,600,9
2025-10-26T08:32:51.041152+00:00,D2,CLTR1WVDE7MQHDHXB5VCCN733QIKKNA,349900000,0.3499,600,9
2025-10-26T08:58:49.582897+00:00,D2,CLTR1WVDE7MQHDHXB5VCCN733QIKKNA,391300000,0.3913,600,9
2025-10-26T09:17:51.217798+00:00,D2,CLTR1WVDE7MQHDHXB5VCCN733QIKKNA,400900000,0.4009,600,9
2025-10-26T09:36:50.832350+00:00,D2,CLTR1WVDE7MQHDHXB5VCCN733QIKKNA,404400000,0.4044,600,9
2025-10-26T07:00:52.533258+00:00,E2,CLTR15NEZAWY2AANZ7G3DVQ2VRHVNQU,380400000,0.3804,600,9
2025-10-26T07:07:51.380587+00:00,E2,CLTR15NEZAWY2AANZ7G3DVQ2VRHVNQU,393300000,0.3933,600,9
2025-10-26T07:14:50.178492+00:00,E2,CLTR15NEZAWY2AANZ7G3DVQ2VRHVNQU,407100000,0.4071,600,9
2025-10-26T07:24:09.487456+00:00,E2,CLTR15NEZAWY2AANZ7G3DVQ2VRHVNQU,429800000,0.4298,600,9
2025-10-26T07:33:53.439212+00:00,E2,CLTR15NEZAWY2AANZ7G3DVQ2VRHVNQU,468500000,0.4685,600,9
2025-10-26T07:40:52.793668+00:00,E2,CLTR15NEZAWY2AANZ7G3DVQ2VRHVNQU,490200000,0.4902,600,9
2025-10-26T07:47:53.028605+00:00,E2,CLTR15NEZAWY2AANZ7G3DVQ2VRHVNQU,514600000,0.5146,600,9
2025-10-26T07:54:51.364639+00:00,E2,CLTR15NEZAWY2AANZ7G3DVQ2VRHVNQU,536500000,0.5365,600,9
2025-10-26T08:01:53.465053+00:00,E2,CLTR15NEZAWY2AANZ7G3DVQ2VRHVNQU,557900000,0.5579,600,9
2025-10-26T08:08:50.239219+00:00,E2,CLTR15NEZAWY2AANZ7G3DVQ2VRHVNQU,582400000,0.5824,600,9
2025-10-26T08:15:49.171964+00:00,E2,CLTR15NEZAWY2AANZ7G3DVQ2VRHVNQU,599500000,0.5995,600,9
2025-10-26T08:22:52.861626+00:00,E2,CLTR15NEZAWY2AANZ7G3DVQ2VRHVNQU,611700000,0.6117,600,9
2025-10-26T08:32:51.041152+00:00,E2,CLTR15NEZAWY2AANZ7G3DVQ2VRHVNQU,616100000,0.6161,600,9
2025-10-26T08:58:49.582897+00:00,E2,CLTR15NEZAWY2AANZ7G3DVQ2VRHVNQU,614100000,0.6141,600,9
2025-10-26T09:17:51.217798+00:00,E2,CLTR15NEZAWY2AANZ7G3DVQ2VRHVNQU,611600000,0.6116,600,9
2025-10-26T09:36:50.832350+00:00,E2,CLTR15NEZAWY2AANZ7G3DVQ2VRHVNQU,613200000,0.6132,600,9
2025-10-26T07:00:52.533258+00:00,F2,CLTR1YNI6MWPFA6F2QYQWSJEVUYOFAA,356700000,0.3567,600,9
2025-10-26T07:07:51.380587+00:00,F2,CLTR1YNI6MWPFA6F2QYQWSJEVUYOFAA,369200000,0.3692,600,9
2025-10-26T07:14:50.178492+00:00,F2,CLTR1YNI6MWPFA6F2QYQWSJEVUYOFAA,386800000,0.3868,600,9
2025-10-26T07:24:09.487456+00:00,F2,CLTR1YNI6MWPFA6F2QYQWSJEVUYOFAA,417600000,0.4176,600,9
2025-10-26T07:33:53.439212+00:00,F2,CLTR1YNI6MWPFA6F2QYQWSJEVUYOFAA,461100000,0.4611,600,9
2025-10-26T07:40:52.793668+00:00,F2,CLTR1YNI6MWPFA6F2QYQWSJEVUYOFAA,487500000,0.4875,600,9
2025-10-26T07:47:53.028605+00:00,F2,CLTR1YNI6MWPFA6F2QYQWSJEVUYOFAA,517500000,0.5175,600,9
2025-10-26T07:54:51.364639+00:00,F2,CLTR1YNI6MWPFA6F2QYQWSJEVUYOFAA,537200000,0.5372,600,9
2025-10-26T08:01:53.465053+00:00,F2,CLTR1YNI6MWPFA6F2QYQWSJEVUYOFAA,565200000,0.5652,600,9
2025-10-26T08:08:50.239219+00:00,F2,CLTR1YNI6MWPFA6F2QYQWSJEVUYOFAA,593500000,0.5935,600,9
2025-10-26T08:15:49.171964+00:00,F2,CLTR1YNI6MWPFA6F2QYQWSJEVUYOFAA,606800000,0.6068,600,9
2025-10-26T08:22:52.861626+00:00,F2,CLTR1YNI6MWPFA6F2QYQWSJEVUYOFAA,621400000,0.6214,600,9
2025-10-26T08:32:51.041152+00:00,F2,CLTR1YNI6MWPFA6F2QYQWSJEVUYOFAA,623900000,0.6239,600,9
2025-10-26T08:58:49.582897+00:00,F2,CLTR1YNI6MWPFA6F2QYQWSJEVUYOFAA,617000000,0.6170,600,9
2025-10-26T09:17:51.217798+00:00,F2,CLTR1YNI6MWPFA6F2QYQWSJEVUYOFAA,614700000,0.6147,600,9
2025-10-26T09:36:50.832350+00:00,F2,CLTR1YNI6MWPFA6F2QYQWSJEVUYOFAA,618800000,0.6188,600,9
2025-10-26T07:00:52.533258+00:00,G2,CLTR1TSXXDZYVOCR556QD65Q6KBV4OA,410700000,0.4107,600,9
2025-10-26T07:07:51.380587+00:00,G2,CLTR1TSXXDZYVOCR556QD65Q6KBV4OA,422800000,0.4228,600,9
2025-10-26T07:14:50.178492+00:00,G2,CLTR1TSXXDZYVOCR556QD65Q6KBV4OA,439800000,0.4398,600,9
2025-10-26T07:24:09.487456+00:00,G2,CLTR1TSXXDZYVOCR556QD65Q6KBV4OA,476200000,0.4762,600,9
2025-10-26T07:33:53.439212+00:00,G2,CLTR1TSXXDZYVOCR556QD65Q6KBV4OA,511400000,0.5114,600,9
2025-10-26T07:40:52.793668+00:00,G2,CLTR1TSXXDZYVOCR556QD65Q6KBV4OA,533800000,0.5338,600,9
2025-10-26T07:47:53.028605+00:00,G2,CLTR1TSXXDZYVOCR556QD65Q6KBV4OA,562300000,0.5623,600,9
2025-10-26T07:54:51.364639+00:00,G2,CLTR1TSXXDZYVOCR556QD65Q6KBV4OA,578100000,0.5781,600,9
2025-10-26T08:01:53.465053+00:00,G2,CLTR1TSXXDZYVOCR556QD65Q6KBV4OA,601000000,0.6010,600,9
2025-10-26T08:08:50.239219+00:00,G2,CLTR1TSXXDZYVOCR556QD65Q6KBV4OA,630400000,0.6304,600,9
2025-10-26T08:15:49.171964+00:00,G2,CLTR1TSXXDZYVOCR556QD65Q6KBV4OA,640500000,0.6405,600,9
2025-10-26T08:22:52.861626+00:00,G2,CLTR1TSXXDZYVOCR556QD65Q6KBV4OA,650400000,0.6504,600,9
2025-10-26T08:32:51.041152+00:00,G2,CLTR1TSXXDZYVOCR556QD65Q6KBV4OA,647900000,0.6479,600,9
2025-10-26T08:58:49.582897+00:00,G2,CLTR1TSXXDZYVOCR556QD65Q6KBV4OA,649800000,0.6498,600,9
2025-10-26T09:17:51.217798+00:00,G2,CLTR1TSXXDZYVOCR556QD65Q6KBV4OA,650900000,0.6509,600,9
2025-10-26T09:36:50.832350+00:00,G2,CLTR1TSXXDZYVOCR556QD65Q6KBV4OA,651800000,0.6518,600,9
2025-10-26T07:00:52.533258+00:00,H2,CLTR1E2R5PENFXJ2VI3IHBAVZS5M67U,381200000,0.3812,600,9
2025-10-26T07:07:51.380587+00:00,H2,CLTR1E2R5PENFXJ2VI3IHBAVZS5M67U,392600000,0.3926,600,9
2025-10-26T07:14:50.178492+00:00,H2,CLTR1E2R5PENFXJ2VI3IHBAVZS5M67U,402300000,0.4023,600,9
2025-10-26T07:24:09.487456+00:00,H2,CLTR1E2R5PENFXJ2VI3IHBAVZS5M67U,414900000,0.4149,600,9
2025-10-26T07:33:53.439212+00:00,H2,CLTR1E2R5PENFXJ2VI3IHBAVZS5M67U,421700000,0.4217,600,9
2025-10-26T07:40:52.793668+00:00,H2,CLTR1E2R5PENFXJ2VI3IHBAVZS5M67U,430500000,0.4305,600,9
2025-10-26T07:47:53.028605+00:00,H2,CLTR1E2R5PENFXJ2VI3IHBAVZS5M67U,433000000,0.4330,600,9
2025-10-26T07:54:51.364639+00:00,H2,CLTR1E2R5PENFXJ2VI3IHBAVZS5M67U,441400000,0.4414,600,9
2025-10-26T08:01:53.465053+00:00,H2,CLTR1E2R5PENFXJ2VI3IHBAVZS5M67U,431900000,0.4319,600,9
2025-10-26T08:08:50.239219+00:00,H2,CLTR1E2R5PENFXJ2VI3IHBAVZS5M67U,430200000,0.4302,600,9
2025-10-26T08:15:49.171964+00:00,H2,CLTR1E2R5PENFXJ2VI3IHBAVZS5M67U,426900000,0.4269,600,9
2025-10-26T08:22:52.861626+00:00,H2,CLTR1E2R5PENFXJ2VI3IHBAVZS5M67U,429500000,0.4295,600,9
2025-10-26T08:32:51.041152+00:00,H2,CLTR1E2R5PENFXJ2VI3IHBAVZS5M67U,428200000,0.4282,600,9
2025-10-26T08:58:49.582897+00:00,H2,CLTR1E2R5PENFXJ2VI3IHBAVZS5M67U,445700000,0.4457,600,9
2025-10-26T09:17:51.217798+00:00,H2,CLTR1E2R5PENFXJ2VI3IHBAVZS5M67U,448200000,0.4482,600,9
2025-10-26T09:36:50.832350+00:00,H2,CLTR1E2R5PENFXJ2VI3IHBAVZS5M67U,443300000,0.4433,600,9

