timestamp,well,culture_id,cell_concentration_cells_per_ml,absorbance
2025-10-26T11:30:51.092049+00:00,H8,CLTR1WKD2DURKXSLGDMXWZMEVJBIPJE,488000000,0.4880000000
2025-10-26T15:51:47.937306+00:00,A8,CLTR12ANUJ6CKMEYCUKQB6VUARZV6OI,335900000,0.3359000000
2025-10-26T15:51:47.937306+00:00,B8,CLTR1PNWEA7SWLML6NIN54USF5KCBEU,307900000,0.3079000000
2025-10-26T15:51:47.937306+00:00,C8,CLTR1AQAJILTGDOGXT3WQ2VYXON4TV4,314700000,0.3147000000
2025-10-26T15:51:47.937306+00:00,D8,CLTR1SKNNKNJ5B4AOB25ETNTNANUUWU,306400000,0.3064000000
2025-10-26T15:51:47.937306+00:00,E8,CLTR1YJM6NBSWJT2243T2GFN7YOEEQI,621300000,0.6213000000
2025-10-26T15:51:47.937306+00:00,F8,CLTR17F5IXPAKAKWBBHEKH5SZFNWEEM,619000000,0.6190000000
2025-10-26T15:51:47.937306+00:00,G8,CLTR1BFV4D6TB5BSE7GS2YUQVD53RGA,606500000,0.6065000000
2025-10-26T15:51:47.937306+00:00,H8,CLTR1WKD2DURKXSLGDMXWZMEVJBIPJE,589900000,0.5899000000

